Time [s], X-Pos [m], Y-Pos [m], phi [rad], dphi [rad/s], Path Vel [m/s], v_l [rpm], v_r [rpm]
76.45,7.62821,0,0,0,0.1,127,127
76.5,7.63321,0,0,0,0.1,127,127
76.55,7.63821,0,0,0,0.1,127,127
76.6,7.64321,0,0,0,0.1,127,127
76.65,7.64821,0,0,0,0.1,127,127
76.7,7.65321,0,0,0,0.1,127,127
76.75,7.65821,0,0,0,0.1,127,127
76.8,7.66321,0,0,0,0.1,127,127
76.85,7.66821,0,0,0,0.1,127,127
76.9,7.67321,0,0,0,0.1,127,127
76.95,7.67821,0,0,0,0.1,127,127
77,7.68321,0,0,0,0.1,127,127
77.05,7.68821,0,0,0,0.1,127,127
77.1,7.69321,0,0,0,0.1,127,127
77.15,7.69821,0,0,0,0.1,127,127
77.2,7.70321,0,0,0,0.1,127,127
77.25,7.70821,0,0,0,0.1,127,127
77.3,7.71321,0,0,0,0.1,127,127
77.35,7.71821,0,0,0,0.1,127,127
77.4,7.72321,0,0,0,0.1,127,127
77.45,7.72821,0,0,0,0.1,127,127
77.5,7.73321,0,0,0,0.1,127,127
77.55,7.73821,0,0,0,0.1,127,127
77.6,7.74321,0,0,0,0.1,127,127
77.65,7.74821,0,0,0,0.1,127,127
77.7,7.75321,0,0,0,0.1,127,127
77.75,7.75821,0,0,0,0.1,127,127
77.8,7.76321,0,0,0,0.1,127,127
77.85,7.76821,0,0,0,0.1,127,127
77.9,7.77321,0,0,0,0.1,127,127
77.95,7.77821,0,0,0,0.1,127,127
78,7.78321,0,0,0,0.1,127,127
78.05,7.78821,0,0,0,0.1,127,127
78.1,7.79321,0,0,0,0.1,127,127
78.15,7.79821,0,0,0,0.1,127,127
78.2,7.80321,0,0,0,0.1,127,127
78.25,7.80821,0,0,0,0.1,127,127
78.3,7.81321,0,0,0,0.1,127,127
78.35,7.81821,0,0,0,0.1,127,127
78.4,7.82321,0,0,0,0.1,127,127
78.45,7.82821,0,0,0,0.1,127,127
78.5,7.83321,0,0,0,0.1,127,127
78.55,7.83821,0,0,0,0.1,127,127
78.6,7.84321,0,0,0,0.1,127,127
78.65,7.84821,0,0,0,0.1,127,127
78.7,7.85321,0,0,0,0.1,127,127
78.75,7.85821,0,0,0,0.1,127,127
78.8,7.86321,0,0,0,0.1,127,127
78.85,7.86821,0,0,0,0.1,127,127
78.9,7.87321,0,0,0,0.1,127,127
78.95,7.87821,0,0,0,0.1,127,127
79,7.88321,0,0,0,0.1,127,127
79.05,7.88821,0,0,0,0.1,127,127
79.1,7.89321,0,0,0,0.1,127,127
79.15,7.89821,0,0,0,0.1,127,127
79.2,7.90321,0,0,0,0.1,127,127
79.25,7.90821,0,0,0,0.1,127,127
79.3,7.91321,0,0,0,0.1,127,127
79.35,7.91821,0,0,0,0.1,127,127
79.4,7.92321,0,0,0,0.1,127,127
79.45,7.92821,0,0,0,0.1,127,127
79.5,7.93321,0,0,0,0.1,127,127
79.55,7.93821,0,0,0,0.1,127,127
79.6,7.94321,0,0,0,0.1,127,127
79.65,7.94821,0,0,0,0.1,127,127
79.7,7.95321,0,0,0,0.1,127,127
79.75,7.95821,0,0,0,0.1,127,127
79.8,7.96321,0,0,0,0.1,127,127
79.85,7.96821,0,0,0,0.1,127,127
79.9,7.97321,0,0,0,0.1,127,127
79.95,7.97821,0,0,0,0.1,127,127
80,7.98321,0,0,0,0.1,127,127
80.05,7.98821,0,0,0,0.1,127,127
80.1,7.99321,0,0,0,0.1,127,127
80.15,7.99821,0,0,0,0.1,127,127
80.2,8.00321,0,0,0,0.1,127,127
80.25,8.00821,0,0,0,0.1,127,127
80.3,8.01321,0,0,0,0.1,127,127
80.35,8.01821,0,0,0,0.1,127,127
80.4,8.02321,0,0,0,0.1,127,127
80.45,8.02821,0,0,0,0.1,127,127
80.5,8.03321,0,0,0,0.1,127,127
80.55,8.03821,0,0,0,0.1,127,127
80.6,8.04321,0,0,0,0.1,127,127
80.65,8.04821,0,0,0,0.1,127,127
80.7,8.05321,0,0,0,0.1,127,127
80.75,8.05821,0,0,0,0.1,127,127
80.8,8.06321,0,0,0,0.1,127,127
80.85,8.06821,0,0,0,0.1,127,127
80.9,8.07321,0,0,0,0.1,127,127
80.95,8.07821,0,0,0,0.1,127,127
81,8.08321,0,0,0,0.1,127,127
81.05,8.08821,0,0,0,0.1,127,127
81.1,8.09321,0,0,0,0.1,127,127
81.15,8.09821,0,0,0,0.1,127,127
81.2,8.10321,0,0,0,0.1,127,127
81.25,8.10821,0,0,0,0.1,127,127
81.3,8.11321,0,0,0,0.1,127,127
81.35,8.11821,0,0,0,0.1,127,127
81.4,8.12321,0,0,0,0.1,127,127
81.45,8.12821,0,0,0,0.1,127,127
81.5,8.13321,0,0,0,0.1,127,127
81.55,8.13821,0,0,0,0.1,127,127
81.6,8.14321,0,0,0,0.1,127,127
81.65,8.14821,0,0,0,0.1,127,127
81.7,8.15321,0,0,0,0.1,127,127
81.75,8.15821,0,0,0,0.1,127,127
81.8,8.16321,0,0,0,0.1,127,127
81.85,8.16821,0,0,0,0.1,127,127
81.9,8.17321,0,0,0,0.1,127,127
81.95,8.17821,0,0,0,0.1,127,127
82,8.18321,0,0,0,0.1,127,127
82.05,8.18821,0,0,0,0.1,127,127
82.1,8.19321,0,0,0,0.1,127,127
82.15,8.19821,0,0,0,0.1,127,127
82.2,8.20321,0,0,0,0.1,127,127
82.25,8.20821,0,0,0,0.1,127,127
82.3,8.21321,0,0,0,0.1,127,127
82.35,8.21821,0,0,0,0.1,127,127
82.4,8.22321,0,0,0,0.1,127,127
82.45,8.22821,0,0,0,0.1,127,127
82.5,8.23321,0,0,0,0.1,127,127
82.55,8.23821,0,0,0,0.1,127,127
82.6,8.24321,0,0,0,0.1,127,127
82.65,8.24821,0,0,0,0.1,127,127
82.7,8.25321,0,0,0,0.1,127,127
82.75,8.25821,0,0,0,0.1,127,127
82.8,8.26321,0,0,0,0.1,127,127
82.85,8.26821,0,0,0,0.1,127,127
82.9,8.27321,0,0,0,0.1,127,127
82.95,8.27821,0,0,0,0.1,127,127
83,8.28321,0,0,0,0.1,127,127
83.05,8.28821,0,0,0,0.1,127,127
83.1,8.29321,0,0,0,0.1,127,127
83.15,8.29821,0,0,0,0.1,127,127
83.2,8.30321,0,0,0,0.1,127,127
83.25,8.30821,0,0,0,0.1,127,127
83.3,8.31321,0,0,0,0.1,127,127
83.35,8.31821,0,0,0,0.1,127,127
83.4,8.32321,0,0,0,0.1,127,127
83.45,8.32821,0,0,0,0.1,127,127
83.5,8.33321,0,0,0,0.1,127,127
83.55,8.33821,0,0,0,0.1,127,127
83.6,8.34321,0,0,0,0.1,127,127
83.65,8.34821,0,0,0,0.1,127,127
83.7,8.35321,0,0,0,0.1,127,127
83.75,8.35821,0,0,0,0.1,127,127
83.8,8.36321,0,0,0,0.1,127,127
83.85,8.36821,0,0,0,0.1,127,127
83.9,8.37321,0,0,0,0.1,127,127
83.95,8.37821,0,0,0,0.1,127,127
84,8.38321,0,0,0,0.1,127,127
84.05,8.38821,0,0,0,0.1,127,127
84.1,8.39321,0,0,0,0.1,127,127
84.15,8.39821,0,0,0,0.1,127,127
84.2,8.40321,0,0,0,0.1,127,127
84.25,8.40821,0,0,0,0.1,127,127
84.3,8.41321,0,0,0,0.1,127,127
84.35,8.41821,0,0,0,0.1,127,127
84.4,8.42321,0,0,0,0.1,127,127
84.45,8.42821,0,0,0,0.1,127,127
84.5,8.43321,0,0,0,0.1,127,127
84.55,8.43821,0,0,0,0.1,127,127
84.6,8.44321,0,0,0,0.1,127,127
84.65,8.44821,0,0,0,0.1,127,127
84.7,8.45321,0,0,0,0.1,127,127
84.75,8.45821,0,0,0,0.1,127,127
84.8,8.46321,0,0,0,0.1,127,127
84.85,8.46821,0,0,0,0.1,127,127
84.9,8.47321,0,0,0,0.1,127,127
84.95,8.47821,0,0,0,0.1,127,127
85,8.48321,0,0,0,0.1,127,127
85.05,8.48821,0,0,0,0.1,127,127
85.1,8.49321,0,0,0,0.1,127,127
85.15,8.49821,0,0,0,0.1,127,127
85.2,8.50321,0,0,0,0.1,127,127
85.25,8.50821,0,0,0,0.1,127,127
85.3,8.51321,0,0,0,0.1,127,127
85.35,8.51821,0,0,0,0.1,127,127
85.4,8.52321,0,0,0,0.1,127,127
85.45,8.52821,0,0,0,0.1,127,127
85.5,8.53321,0,0,0,0.1,127,127
85.55,8.53821,0,0,0,0.1,127,127
85.6,8.54321,0,0,0,0.1,127,127
85.65,8.54821,0,0,0,0.1,127,127
85.7,8.55321,0,0,0,0.1,127,127
85.75,8.55821,0,0,0,0.1,127,127
85.8,8.56321,0,0,0,0.1,127,127
85.85,8.56821,0,0,0,0.1,127,127
85.9,8.57321,0,0,0,0.1,127,127
85.95,8.57821,0,0,0,0.1,127,127
86,8.58321,0,0,0,0.1,127,127
86.05,8.58821,0,0,0,0.1,127,127
86.1,8.59321,0,0,0,0.1,127,127
86.15,8.59821,0,0,0,0.1,127,127
86.2,8.60321,0,0,0,0.1,127,127
86.25,8.60821,0,0,0,0.1,127,127
86.3,8.61321,0,0,0,0.1,127,127
86.35,8.61821,0,0,0,0.1,127,127
86.4,8.62321,0,0,0,0.1,127,127
86.45,8.62821,0,0,0,0.1,127,127
86.5,8.63321,0,0,0,0.1,127,127
86.55,8.63821,0,0,0,0.1,127,127
86.6,8.64321,0,0,0,0.1,127,127
86.65,8.64821,0,0,0,0.1,127,127
86.7,8.65321,0,0,0,0.1,127,127
86.75,8.65821,0,0,0,0.1,127,127
86.8,8.66321,0,0,0,0.1,127,127
86.85,8.66821,0,0,0,0.1,127,127
86.9,8.67321,0,0,0,0.1,127,127
86.95,8.67821,0,0,0,0.1,127,127
87,8.68321,0,0,0,0.1,127,127
87.05,8.68821,0,0,0,0.1,127,127
87.1,8.69321,0,0,0,0.1,127,127
87.15,8.69821,0,0,0,0.1,127,127
87.2,8.70321,0,0,0,0.1,127,127
87.25,8.70821,0,0,0,0.1,127,127
87.3,8.71321,0,0,0,0.1,127,127
87.35,8.71821,0,0,0,0.1,127,127
87.4,8.72321,0,0,0,0.1,127,127
87.45,8.72821,0,0,0,0.1,127,127
87.5,8.73321,0,0,0,0.1,127,127
87.55,8.73821,0,0,0,0.1,127,127
87.6,8.74321,0,0,0,0.1,127,127
87.65,8.74821,0,0,0,0.1,127,127
87.7,8.75321,0,0,0,0.1,127,127
87.75,8.75821,0,0,0,0.1,127,127
87.8,8.76321,0,0,0,0.1,127,127
87.85,8.76821,0,0,0,0.1,127,127
87.9,8.77321,0,0,0,0.1,127,127
87.95,8.77821,0,0,0,0.1,127,127
88,8.78321,0,0,0,0.1,127,127
88.05,8.78821,0,0,0,0.1,127,127
88.1,8.79321,0,0,0,0.1,127,127
88.15,8.79821,0,0,0,0.1,127,127
88.2,8.80321,0,0,0,0.1,127,127
88.25,8.80821,0,0,0,0.1,127,127
88.3,8.81321,0,0,0,0.1,127,127
88.35,8.81821,0,0,0,0.1,127,127
88.4,8.82321,0,0,0,0.1,127,127
88.45,8.82821,0,0,0,0.1,127,127
88.5,8.83321,0,0,0,0.1,127,127
88.55,8.83821,0,0,0,0.1,127,127
88.6,8.84321,0,0,0,0.1,127,127
88.65,8.84821,0,0,0,0.1,127,127
88.7,8.85321,0,0,0,0.1,127,127
88.75,8.85821,0,0,0,0.1,127,127
88.8,8.86321,0,0,0,0.1,127,127
88.85,8.86821,0,0,0,0.1,127,127
88.9,8.87321,0,0,0,0.1,127,127
88.95,8.87821,0,0,0,0.1,127,127
89,8.88321,0,0,0,0.1,127,127
89.05,8.88821,0,0,0,0.1,127,127
89.1,8.89321,0,0,0,0.1,127,127
89.15,8.89821,0,0,0,0.1,127,127
89.2,8.90321,0,0,0,0.1,127,127
89.25,8.90821,0,0,0,0.1,127,127
89.3,8.91321,0,0,0,0.1,127,127
89.35,8.91821,0,0,0,0.1,127,127
89.4,8.92321,0,0,0,0.1,127,127
89.45,8.92821,0,0,0,0.1,127,127
89.5,8.93321,0,0,0,0.1,127,127
89.55,8.93821,0,0,0,0.1,127,127
89.6,8.94321,0,0,0,0.1,127,127
89.65,8.94821,0,0,0,0.1,127,127
89.7,8.95321,0,0,0,0.1,127,127
89.75,8.95821,0,0,0,0.1,127,127
89.8,8.96321,0,0,0,0.1,127,127
89.85,8.96821,0,0,0,0.1,127,127
89.9,8.97321,0,0,0,0.1,127,127
89.95,8.97821,0,0,0,0.1,127,127
90,8.98321,0,0,0,0.1,127,127
90.05,8.98821,0,0,0,0.1,127,127
90.1,8.99321,0,0,0,0.1,127,127
90.15,8.99821,0,0,0,0.1,127,127
90.2,9.00321,0,0,0,0.1,127,127
90.25,9.00821,0,0,0,0.1,127,127
90.3,9.01321,0,0,0,0.1,127,127
90.35,9.01821,0,0,0,0.1,127,127
90.4,9.02321,0,0,0,0.1,127,127
90.45,9.02821,0,0,0,0.1,127,127
90.5,9.03321,0,0,0,0.1,127,127
90.55,9.03821,0,0,0,0.1,127,127
90.6,9.04321,0,0,0,0.1,127,127
90.65,9.04821,0,0,0,0.1,127,127
90.7,9.05321,0,0,0,0.1,127,127
90.75,9.05821,0,0,0,0.1,127,127
90.8,9.06321,0,0,0,0.1,127,127
90.85,9.06821,0,0,0,0.1,127,127
90.9,9.07321,0,0,0,0.1,127,127
90.95,9.07821,0,0,0,0.1,127,127
91,9.08321,0,0,0,0.1,127,127
91.05,9.08821,0,0,0,0.1,127,127
91.1,9.09321,0,0,0,0.1,127,127
91.15,9.09821,0,0,0,0.1,127,127
91.2,9.10321,0,0,0,0.1,127,127
91.25,9.10821,0,0,0,0.1,127,127
91.3,9.11321,0,0,0,0.1,127,127
91.35,9.11821,0,0,0,0.1,127,127
91.4,9.12321,0,0,0,0.1,127,127
91.45,9.12821,0,0,0,0.1,127,127
91.5,9.13321,0,0,0,0.1,127,127
91.55,9.13821,0,0,0,0.1,127,127
91.6,9.14321,0,0,0,0.1,127,127
91.65,9.14821,0,0,0,0.1,127,127
91.7,9.15321,0,0,0,0.1,127,127
91.75,9.15821,0,0,0,0.1,127,127
91.8,9.16321,0,0,0,0.1,127,127
91.85,9.16821,0,0,0,0.1,127,127
91.9,9.17321,0,0,0,0.1,127,127
91.95,9.17821,0,0,0,0.1,127,127
92,9.18321,0,0,0,0.1,127,127
92.05,9.18821,0,0,0,0.1,127,127
92.1,9.19321,0,0,0,0.1,127,127
92.15,9.19821,0,0,0,0.1,127,127
92.2,9.20321,0,0,0,0.1,127,127
92.25,9.20821,0,0,0,0.1,127,127
92.3,9.21321,0,0,0,0.1,127,127
92.35,9.21821,0,0,0,0.1,127,127
92.4,9.22321,0,0,0,0.1,127,127
92.45,9.22821,0,0,0,0.1,127,127
92.5,9.23321,0,0,0,0.1,127,127
92.55,9.23821,0,0,0,0.1,127,127
92.6,9.24321,0,0,0,0.1,127,127
92.65,9.24821,0,0,0,0.1,127,127
92.7,9.25321,0,0,0,0.1,127,127
92.75,9.25821,0,0,0,0.1,127,127
92.8,9.26321,0,0,0,0.1,127,127
92.85,9.26821,0,0,0,0.1,127,127
92.9,9.27321,0,0,0,0.1,127,127
92.95,9.27821,0,0,0,0.1,127,127
93,9.28321,0,0,0,0.1,127,127
93.05,9.28821,0,0,0,0.1,127,127
93.1,9.29321,0,0,0,0.1,127,127
93.15,9.29821,0,0,0,0.1,127,127
93.2,9.30321,0,0,0,0.1,127,127
93.25,9.30821,0,0,0,0.1,127,127
93.3,9.31321,0,0,0,0.1,127,127
93.35,9.31821,0,0,0,0.1,127,127
93.4,9.32321,0,0,0,0.1,127,127
93.45,9.32821,0,0,0,0.1,127,127
93.5,9.33321,0,0,0,0.1,127,127
93.55,9.33821,0,0,0,0.1,127,127
93.6,9.34321,0,0,0,0.1,127,127
93.65,9.34821,0,0,0,0.1,127,127
93.7,9.35321,0,0,0,0.1,127,127
93.75,9.35821,0,0,0,0.1,127,127
93.8,9.36321,0,0,0,0.1,127,127
93.85,9.36821,0,0,0,0.1,127,127
93.9,9.37321,0,0,0,0.1,127,127
93.95,9.37821,0,0,0,0.1,127,127
94,9.38321,0,0,0,0.1,127,127
94.05,9.38821,0,0,0,0.1,127,127
94.1,9.39321,0,0,0,0.1,127,127
94.15,9.39821,0,0,0,0.1,127,127
94.2,9.40321,0,0,0,0.1,127,127
94.25,9.40821,0,0,0,0.1,127,127
94.3,9.41321,0,0,0,0.1,127,127
94.35,9.41821,0,0,0,0.1,127,127
94.4,9.42321,0,0,0,0.1,127,127
94.45,9.42821,0,0,0,0.1,127,127
94.5,9.43321,0,0,0,0.1,127,127
94.55,9.43821,0,0,0,0.1,127,127
94.6,9.44321,0,0,0,0.1,127,127
94.65,9.44821,0,0,0,0.1,127,127
94.7,9.45321,0,0,0,0.1,127,127
94.75,9.45821,0,0,0,0.1,127,127
94.8,9.46321,0,0,0,0.1,127,127
94.85,9.46821,0,0,0,0.1,127,127
94.9,9.47321,0,0,0,0.1,127,127
94.95,9.47821,0,0,0,0.1,127,127
95,9.48321,0,0,0,0.1,127,127
95.05,9.48821,0,0,0,0.1,127,127
95.1,9.49321,0,0,0,0.1,127,127
95.15,9.49821,0,0,0,0.1,127,127
95.2,9.50321,0,0,0,0.1,127,127
95.25,9.50821,0,0,0,0.1,127,127
95.3,9.51321,0,0,0,0.1,127,127
95.35,9.51821,0,0,0,0.1,127,127
95.4,9.52321,0,0,0,0.1,127,127
95.45,9.52821,0,0,0,0.1,127,127
95.5,9.53321,0,0,0,0.1,127,127
95.55,9.53821,0,0,0,0.1,127,127
95.6,9.54321,0,0,0,0.1,127,127
95.65,9.54821,0,0,0,0.1,127,127
95.7,9.55321,0,0,0,0.1,127,127
95.75,9.55821,0,0,0,0.1,127,127
95.8,9.56321,0,0,0,0.1,127,127
95.85,9.56821,0,0,0,0.1,127,127
95.9,9.57321,0,0,0,0.1,127,127
95.95,9.57821,0,0,0,0.1,127,127
96,9.58321,0,0,0,0.1,127,127
96.05,9.58821,0,0,0,0.1,127,127
96.1,9.59321,0,0,0,0.1,127,127
96.15,9.59821,0,0,0,0.1,127,127
96.2,9.60321,0,0,0,0.1,127,127
96.25,9.60821,0,0,0,0.1,127,127
96.3,9.61321,0,0,0,0.1,127,127
96.35,9.61821,0,0,0,0.1,127,127
96.4,9.62321,0,0,0,0.1,127,127
96.45,9.62821,0,0,0,0.1,127,127
96.5,9.63321,0,0,0,0.1,127,127
96.55,9.63821,0,0,0,0.1,127,127
96.6,9.64321,0,0,0,0.1,127,127
96.65,9.64821,0,0,0,0.1,127,127
96.7,9.65321,0,0,0,0.1,127,127
96.75,9.65821,0,0,0,0.1,127,127
96.8,9.66321,0,0,0,0.1,127,127
96.85,9.66821,0,0,0,0.1,127,127
96.9,9.67321,0,0,0,0.1,127,127
96.95,9.67821,0,0,0,0.1,127,127
97,9.68321,0,0,0,0.1,127,127
97.05,9.68821,0,0,0,0.1,127,127
97.1,9.69321,0,0,0,0.1,127,127
97.15,9.69821,0,0,0,0.1,127,127
97.2,9.70321,0,0,0,0.1,127,127
97.25,9.70821,0,0,0,0.1,127,127
97.3,9.71321,0,0,0,0.1,127,127
97.35,9.71821,0,0,0,0.1,127,127
97.4,9.72321,0,0,0,0.1,127,127
97.45,9.72821,0,0,0,0.1,127,127
97.5,9.73321,0,0,0,0.1,127,127
97.55,9.73821,0,0,0,0.1,127,127
97.6,9.74321,0,0,0,0.1,127,127
97.65,9.74821,0,0,0,0.1,127,127
97.7,9.75321,0,0,0,0.1,127,127
97.75,9.75821,0,0,0,0.1,127,127
97.8,9.76321,0,0,0,0.1,127,127
97.85,9.76821,0,0,0,0.1,127,127
97.9,9.77321,0,0,0,0.1,127,127
97.95,9.77821,0,0,0,0.1,127,127
98,9.78321,0,0,0,0.1,127,127
98.05,9.78821,0,0,0,0.1,127,127
98.1,9.79321,0,0,0,0.1,127,127
98.15,9.79821,0,0,0,0.1,127,127
98.2,9.80321,0,0,0,0.1,127,127
98.25,9.80821,0,0,0,0.1,127,127
98.3,9.81321,0,0,0,0.1,127,127
98.35,9.81821,0,0,0,0.1,127,127
98.4,9.82321,0,0,0,0.1,127,127
98.45,9.82821,0,0,0,0.1,127,127
98.5,9.83321,0,0,0,0.1,127,127
98.55,9.83821,0,0,0,0.1,127,127
98.6,9.84321,0,0,0,0.1,127,127
98.65,9.84821,0,0,0,0.1,127,127
98.7,9.85321,0,0,0,0.1,127,127
98.75,9.85821,0,0,0,0.1,127,127
98.8,9.86321,0,0,0,0.1,127,127
98.85,9.86821,0,0,0,0.1,127,127
98.9,9.87321,0,0,0,0.1,127,127
98.95,9.87821,0,0,0,0.1,127,127
99,9.88321,0,0,0,0.1,127,127
99.05,9.88821,0,0,0,0.1,127,127
99.1,9.89321,0,0,0,0.1,127,127
99.15,9.89821,0,0,0,0.1,127,127
99.2,9.90321,0,0,0,0.1,127,127
99.25,9.90821,0,0,0,0.1,127,127
99.3,9.91321,0,0,0,0.1,127,127
99.35,9.91821,0,0,0,0.1,127,127
99.4,9.92321,0,0,0,0.1,127,127
99.45,9.92821,0,0,0,0.1,127,127
99.5,9.93321,0,0,0,0.1,127,127
99.55,9.93821,0,0,0,0.1,127,127
99.6,9.94321,0,0,0,0.1,127,127
99.65,9.94821,0,0,0,0.1,127,127
99.7,9.95321,0,0,0,0.1,127,127
99.75,9.95821,0,0,0,0.1,127,127
99.8,9.96321,0,0,0,0.1,127,127
99.85,9.96821,0,0,0,0.1,127,127
99.9,9.97321,0,0,0,0.1,127,127
99.95,9.97821,0,0,0,0.1,127,127
100,9.98321,0,0,0,0.1,127,127
100.05,9.98821,0,0,0,0.1,127,127
100.1,9.99321,0,0,0,0.1,127,127
100.15,9.99821,0,0,0,0.1,127,127
100.2,10.0032,0,0,0,0.1,127,127
100.25,10.0082,0,0,0,0.1,127,127
100.3,10.0132,0,0,0,0.1,127,127
100.35,10.0182,0,0,0,0.1,127,127
100.4,10.0232,0,0,0,0.1,127,127
100.45,10.0282,0,0,0,0.1,127,127
100.5,10.0332,0,0,0,0.1,127,127
100.55,10.0382,0,0,0,0.1,127,127
100.6,10.0432,0,0,0,0.1,127,127
100.65,10.0482,0,0,0,0.1,127,127
100.7,10.0532,0,0,0,0.1,127,127
100.75,10.0582,0,0,0,0.1,127,127
100.8,10.0632,0,0,0,0.1,127,127
100.85,10.0682,0,0,0,0.1,127,127
100.9,10.0732,0,0,0,0.1,127,127
100.95,10.0782,0,0,0,0.1,127,127
101,10.0832,0,0,0,0.1,127,127
101.05,10.0882,0,0,0,0.1,127,127
101.1,10.0932,0,0,0,0.1,127,127
101.15,10.0982,0,0,0,0.1,127,127
101.2,10.1032,0,0,0,0.1,127,127
101.25,10.1082,0,0,0,0.1,127,127
101.3,10.1132,0,0,0,0.1,127,127
101.35,10.1182,0,0,0,0.1,127,127
101.4,10.1232,0,0,0,0.1,127,127
101.45,10.1282,0,0,0,0.1,127,127
101.5,10.1332,0,0,0,0.1,127,127
101.55,10.1382,0,0,0,0.1,127,127
101.6,10.1432,0,0,0,0.1,127,127
101.65,10.1482,0,0,0,0.1,127,127
101.7,10.1532,0,0,0,0.1,127,127
101.75,10.1582,0,0,0,0.1,127,127
101.8,10.1632,0,0,0,0.1,127,127
101.85,10.1682,0,0,0,0.1,127,127
101.9,10.1732,0,0,0,0.1,127,127
101.95,10.1782,0,0,0,0.1,127,127
102,10.1832,0,0,0,0.1,127,127
102.05,10.1882,0,0,0,0.1,127,127
102.1,10.1932,0,0,0,0.1,127,127
102.15,10.1982,0,0,0,0.1,127,127
102.2,10.2032,0,0,0,0.1,127,127
102.25,10.2082,0,0,0,0.1,127,127
102.3,10.2132,0,0,0,0.1,127,127
102.35,10.2182,0,0,0,0.1,127,127
102.4,10.2232,0,0,0,0.1,127,127
102.45,10.2282,0,0,0,0.1,127,127
102.5,10.2332,0,0,0,0.1,127,127
102.55,10.2382,0,0,0,0.1,127,127
102.6,10.2432,0,0,0,0.1,127,127
102.65,10.2482,0,0,0,0.1,127,127
102.7,10.2532,0,0,0,0.1,127,127
102.75,10.2582,0,0,0,0.1,127,127
102.8,10.2632,0,0,0,0.1,127,127
102.85,10.2682,0,0,0,0.1,127,127
102.9,10.2732,0,0,0,0.1,127,127
102.95,10.2782,0,0,0,0.1,127,127
103,10.2832,0,0,0,0.1,127,127
103.05,10.2882,0,0,0,0.1,127,127
103.1,10.2932,0,0,0,0.1,127,127
103.15,10.2982,0,0,0,0.1,127,127
103.2,10.3032,0,0,0,0.1,127,127
103.25,10.3082,0,0,0,0.1,127,127
103.3,10.3132,0,0,0,0.1,127,127
103.35,10.3182,0,0,0,0.1,127,127
103.4,10.3232,0,0,0,0.1,127,127
103.45,10.3282,0,0,0,0.1,127,127
103.5,10.3332,0,0,0,0.1,127,127
103.55,10.3382,0,0,0,0.1,127,127
103.6,10.3432,0,0,0,0.1,127,127
103.65,10.3482,0,0,0,0.1,127,127
103.7,10.3532,0,0,0,0.1,127,127
103.75,10.3582,0,0,0,0.1,127,127
103.8,10.3632,0,0,0,0.1,127,127
103.85,10.3682,0,0,0,0.1,127,127
103.9,10.3732,0,0,0,0.1,127,127
103.95,10.3782,0,0,0,0.1,127,127
104,10.3832,0,0,0,0.1,127,127
104.05,10.3882,0,0,0,0.1,127,127
104.1,10.3932,0,0,0,0.1,127,127
104.15,10.3982,0,0,0,0.1,127,127
104.2,10.4032,0,0,0,0.1,127,127
104.25,10.4082,0,0,0,0.1,127,127
104.3,10.4132,0,0,0,0.1,127,127
104.35,10.4182,0,0,0,0.1,127,127
104.4,10.4232,0,0,0,0.1,127,127
104.45,10.4282,0,0,0,0.1,127,127
104.5,10.4332,0,0,0,0.1,127,127
104.55,10.4382,0,0,0,0.1,127,127
104.6,10.4432,0,0,0,0.1,127,127
104.65,10.4482,0,0,0,0.1,127,127
104.7,10.4532,0,0,0,0.1,127,127
104.75,10.4582,0,0,0,0.1,127,127
104.8,10.4632,0,0,0,0.1,127,127
104.85,10.4682,0,0,0,0.1,127,127
104.9,10.4732,0,0,0,0.1,127,127
104.95,10.4782,0,0,0,0.1,127,127
105,10.4832,0,0,0,0.1,127,127
105.05,10.4882,0,0,0,0.1,127,127
105.1,10.4932,0,0,0,0.1,127,127
105.15,10.4982,0,0,0,0.1,127,127
105.2,10.5032,0,0,0,0.1,127,127
105.25,10.5082,0,0,0,0.1,127,127
105.3,10.5132,0,0,0,0.1,127,127
105.35,10.5182,0,0,0,0.1,127,127
105.4,10.5232,0,0,0,0.1,127,127
105.45,10.5282,0,0,0,0.1,127,127
105.5,10.5332,0,0,0,0.1,127,127
105.55,10.5382,0,0,0,0.1,127,127
105.6,10.5432,0,0,0,0.1,127,127
105.65,10.5482,0,0,0,0.1,127,127
105.7,10.5532,0,0,0,0.1,127,127
105.75,10.5582,0,0,0,0.1,127,127
105.8,10.5632,0,0,0,0.1,127,127
105.85,10.5682,0,0,0,0.1,127,127
105.9,10.5732,0,0,0,0.1,127,127
105.95,10.5782,0,0,0,0.1,127,127
106,10.5832,0,0,0,0.1,127,127
106.05,10.5882,0,0,0,0.1,127,127
106.1,10.5932,0,0,0,0.1,127,127
106.15,10.5982,0,0,0,0.1,127,127
106.2,10.6032,0,0,0,0.1,127,127
106.25,10.6082,0,0,0,0.1,127,127
106.3,10.6132,0,0,0,0.1,127,127
106.35,10.6182,0,0,0,0.1,127,127
106.4,10.6232,0,0,0,0.1,127,127
106.45,10.6282,0,0,0,0.1,127,127
106.5,10.6332,0,0,0,0.1,127,127
106.55,10.6382,0,0,0,0.1,127,127
106.6,10.6432,0,0,0,0.1,127,127
106.65,10.6482,0,0,0,0.1,127,127
106.7,10.6532,0,0,0,0.1,127,127
106.75,10.6582,0,0,0,0.1,127,127
106.8,10.6632,0,0,0,0.1,127,127
